9 23 36 65 -> 103 fr=79 (0.1280), cf=0.975, gamma=7.617, delta=0.111, M=-2.250e+002
35 50 52 57 59 67 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 57 59 67 89 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 59 67 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 50 57 59 69 74 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 50 52 57 59 69 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 57 59 69 89 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 59 69 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 57 67 69 79 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 50 52 57 67 79 89 95 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 52 57 67 79 93 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 67 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 50 52 69 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 69 74 79 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 52 57 67 74 79 89 95 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 57 67 69 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 57 59 67 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 52 57 59 67 83 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 57 59 69 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 52 57 59 69 83 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 57 67 74 83 95 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 52 57 69 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 57 69 74 83 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 52 57 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 57 67 69 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 52 57 67 69 83 89 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 57 59 67 74 79 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 57 59 69 74 79 89 93 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
35 38 50 57 67 74 79 95 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
38 50 57 67 74 79 89 93 97 -> 113 fr=82 (0.1329), cf=0.410, gamma=3.085, delta=0.090, M=-1.062e+002
14 46 50 79 91 -> 107 fr=74 (0.1199), cf=0.540, gamma=4.015, delta=0.090, M=-1.061e+002
14 46 74 79 89 -> 107 fr=74 (0.1199), cf=0.540, gamma=4.015, delta=0.090, M=-1.061e+002
14 46 52 74 79 -> 107 fr=74 (0.1199), cf=0.540, gamma=4.015, delta=0.090, M=-1.061e+002
14 41 46 74 79 91 -> 107 fr=74 (0.1199), cf=0.540, gamma=4.015, delta=0.090, M=-1.061e+002
14 41 50 57 79 91 -> 107 fr=74 (0.1199), cf=0.540, gamma=4.015, delta=0.090, M=-1.061e+002
14 41 50 74 79 91 97 -> 107 fr=74 (0.1199), cf=0.540, gamma=4.015, delta=0.090, M=-1.061e+002
12 14 27 41 46 79 91 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 41 46 69 91 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 83 87 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 83 87 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 57 79 87 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 57 79 87 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 79 87 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 79 87 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 35 69 87 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 35 69 87 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 35 69 89 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 35 69 89 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 35 52 69 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 83 89 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 83 89 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 52 83 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 52 83 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 57 79 89 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 57 79 89 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 52 57 79 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 79 89 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 79 89 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 52 79 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 50 52 79 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 16 27 35 52 69 95 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 38 50 69 87 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 38 50 69 87 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 38 50 69 89 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 38 50 69 89 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 38 50 52 69 91 93 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
12 14 27 35 38 50 52 69 91 97 -> 107 fr=62 (0.1005), cf=0.721, gamma=5.359, delta=0.082, M=-1.060e+002
14 27 35 46 69 89 -> 107 fr=64 (0.1037), cf=0.688, gamma=5.116, delta=0.083, M=-1.060e+002
14 27 35 46 52 69 -> 107 fr=64 (0.1037), cf=0.688, gamma=5.116, delta=0.083, M=-1.060e+002
14 27 35 41 46 79 91 -> 107 fr=64 (0.1037), cf=0.688, gamma=5.116, delta=0.083, M=-1.060e+002
14 27 35 41 50 69 91 -> 107 fr=64 (0.1037), cf=0.688, gamma=5.116, delta=0.083, M=-1.060e+002
14 27 35 38 50 52 69 74 87 -> 107 fr=64 (0.1037), cf=0.688, gamma=5.116, delta=0.083, M=-1.060e+002
14 27 35 38 50 52 69 74 91 -> 107 fr=64 (0.1037), cf=0.688, gamma=5.116, delta=0.083, M=-1.060e+002
46 48 50 74 87 -> 114 fr=81 (0.1313), cf=0.426, gamma=3.208, delta=0.090, M=-1.059e+002
41 48 50 74 87 97 -> 114 fr=81 (0.1313), cf=0.426, gamma=3.208, delta=0.090, M=-1.059e+002
42 48 50 74 87 91 97 -> 114 fr=81 (0.1313), cf=0.426, gamma=3.208, delta=0.090, M=-1.059e+002
41 46 48 67 74 91 -> 114 fr=80 (0.1297), cf=0.442, gamma=3.326, delta=0.091, M=-1.058e+002
41 48 67 87 91 97 -> 114 fr=80 (0.1297), cf=0.442, gamma=3.326, delta=0.091, M=-1.058e+002
41 48 50 67 91 97 -> 114 fr=80 (0.1297), cf=0.442, gamma=3.326, delta=0.091, M=-1.058e+002
42 48 50 67 74 91 97 -> 114 fr=80 (0.1297), cf=0.442, gamma=3.326, delta=0.091, M=-1.058e+002
14 46 50 83 89 -> 107 fr=73 (0.1183), cf=0.553, gamma=4.111, delta=0.090, M=-1.058e+002
14 46 50 52 83 -> 107 fr=73 (0.1183), cf=0.553, gamma=4.111, delta=0.090, M=-1.058e+002
14 46 50 57 83 91 -> 107 fr=73 (0.1183), cf=0.553, gamma=4.111, delta=0.090, M=-1.058e+002
14 41 50 57 83 87 97 -> 107 fr=73 (0.1183), cf=0.553, gamma=4.111, delta=0.090, M=-1.058e+002
23 74 -> 103 fr=79 (0.1280), cf=0.411, gamma=3.214, delta=0.088, M=-1.058e+002
46 57 74 79 87 91 -> 107 fr=82 (0.1329), cf=0.425, gamma=3.158, delta=0.091, M=-1.058e+002
41 50 57 74 79 87 97 -> 107 fr=82 (0.1329), cf=0.425, gamma=3.158, delta=0.091, M=-1.058e+002
41 42 50 57 74 79 87 91 -> 107 fr=82 (0.1329), cf=0.425, gamma=3.158, delta=0.091, M=-1.058e+002
41 50 57 74 79 89 91 97 -> 107 fr=82 (0.1329), cf=0.425, gamma=3.158, delta=0.091, M=-1.058e+002
41 50 52 57 74 79 91 97 -> 107 fr=82 (0.1329), cf=0.425, gamma=3.158, delta=0.091, M=-1.058e+002
50 55 63 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 55 59 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 38 55 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 55 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 55 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 52 63 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 46 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 50 69 83 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 50 69 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 50 52 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 83 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 57 59 67 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 52 59 67 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 59 67 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 57 59 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 52 59 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 59 69 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 59 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 59 67 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 59 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 52 59 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 48 50 74 89 -> 114 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 48 50 52 74 -> 114 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 55 63 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
52 55 57 83 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
52 55 83 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
52 55 83 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
52 55 57 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
52 55 79 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
52 55 79 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 55 57 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 55 57 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 63 74 83 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 59 63 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 63 74 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 63 67 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 63 69 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 57 63 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 46 50 57 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 46 50 74 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 57 69 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 52 57 69 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 57 69 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
46 52 57 69 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 50 69 83 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 57 59 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 52 59 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 59 74 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 42 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 42 52 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 67 69 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 67 69 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 52 67 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 67 69 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 57 59 74 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 52 57 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 52 79 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 50 57 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 57 67 69 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 57 67 69 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 59 67 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 59 69 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 57 59 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 57 59 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 59 74 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 50 52 79 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 57 67 69 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 67 69 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 59 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 48 50 89 91 -> 114 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 48 50 52 91 -> 114 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 48 50 89 91 97 -> 114 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 48 50 52 91 97 -> 114 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 55 59 83 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 55 59 83 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 55 57 83 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 55 69 83 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 55 69 83 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 55 59 79 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 55 59 79 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 55 57 79 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 55 69 79 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 55 69 79 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 50 55 57 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 63 74 83 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 59 63 74 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 63 74 79 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 63 67 74 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 63 69 74 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 63 67 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 63 69 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 63 67 69 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 50 52 57 69 83 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 50 52 69 83 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 42 50 69 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 57 69 83 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 59 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 59 74 83 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 67 69 74 83 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 67 74 83 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 57 59 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 57 59 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 57 59 74 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 57 59 74 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 59 74 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 67 69 79 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 67 69 79 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 67 69 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 57 67 69 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 50 57 67 69 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 67 69 74 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
42 52 67 69 74 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 59 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 59 74 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 57 59 67 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 52 57 59 69 74 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 38 50 59 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 59 67 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 59 69 74 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 52 59 74 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 52 67 74 79 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 50 55 59 83 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 50 55 69 83 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 50 55 59 79 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
38 50 55 69 79 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
50 57 63 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 63 67 69 74 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 41 42 57 69 83 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 42 50 57 69 83 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 50 57 69 79 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 50 57 69 74 79 89 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
41 50 69 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 52 57 69 83 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 42 52 57 69 83 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 38 50 52 59 67 83 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 38 50 52 59 69 83 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 38 59 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
35 50 52 59 83 93 97 -> 113 fr=82 (0.1329), cf=0.408, gamma=3.070, delta=0.090, M=-1.057e+002
